Timestamp,I am 18+ and I consent to anonymous data collection for academic purposes only.,Country/Region,Primary role,Age (years),Gender (optional),Which wellness/mental health apps have you used in the last 6 months? (select all that apply),How often do you journal?,How often do you chat with an AI companion for support?,Typical journaling session length (minutes),How often do you journal late at night (after 11pm)?,Average sleep hours per night (past 2 weeks),Average number of meetings/classes per day (past 2 weeks),How many deadlines/exams in the next 7 days?,"In the last 2 weeks, how often did you feel overwhelmed?","In the last 2 weeks, how often did you feel things were going your way? (reverse-scored)","In the last 2 weeks, how often did you feel confident about handling personal problems? (reverse-scored)","In the last 2 weeks, how often did you feel difficulties were piling up too high?",Overall mood today,Which emotions did you often experience in the last week? (select all that apply),I am concerned about privacy of my journals.,I prefer on-device processing even if features are limited.,I am okay with personalized nudges if they help my wellbeing.,I am willing to share anonymized analytics for research.,What would you want from a wellbeing companion? (open text),Any concerns about such apps? (open text)
08/25/2025 17:06:00,Agree,India,Other,35,Prefer not to say,"MindDoc, Wysa, Reflectly",Daily,Never,0,2-3x/week,9 hours,7-8,3,2-3x/week,Daily,Always,Never,Neutral,"Hopeful, Anxiety, Frustrated, Calm, Tired",Disagree,Disagree,Neutral,Strongly agree,Better UI/UX,Stigma around mental health apps
08/26/2025 01:01:00,Agree,India,Student,24,Prefer not to say,Youper,Never,2-3x/week,11-15,Never,7 hours,1-2,2,Weekly,Daily,Sometimes,Never,Negative,"Excited, Hopeful, Stressed",Strongly agree,Neutral,Agree,Neutral,Better AI responses,Over-reliance on AI
08/23/2025 16:29:00,Agree,India,Researcher,53,Non-binary,"Headspace, MindDoc, Moodpath, Replika, Wysa, Daylio, Reflectly, Jour, None",2-3x/week,Always,11-15,Sometimes,7 hours,0,3,Weekly,Daily,2-3x/week,Rarely,Positive,"Hopeful, Sadness, Frustrated",Agree,Neutral,Disagree,Neutral,Community support,AI accuracy
08/24/2025 23:34:00,Agree,India,Teacher,36,Prefer not to say,"Replika, Daylio, Insight Timer, Youper, MindDoc, Calm, Stoic, Wysa, Sanvello, Jour, None",Sometimes,Daily,30+,Never,5 hours,7-8,1,Sometimes,Always,Weekly,Rarely,Negative,"Sadness, Grateful, Overwhelmed, Joy",Agree,Disagree,Disagree,Strongly agree,Professional support integration,AI accuracy
08/24/2025 05:28:00,Agree,India,Freelancer,18,Non-binary,"MindDoc, Moodpath, Wysa, Headspace, None, Calm, Reflectly",Rarely,Weekly,11-15,Weekly,6 hours,7-8,6+,2-3x/week,Weekly,Daily,Sometimes,Negative,"Hopeful, Frustrated",Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Integration with other apps,AI accuracy
08/22/2025 10:23:00,Agree,India,Healthcare Worker,49,Non-binary,"Moodpath, Stoic, Insight Timer, None, Jour, Daylio, Replika, Sanvello",Never,Sometimes,21-30,Never,7 hours,0,6+,Daily,Always,Always,Sometimes,Neutral,"Joy, Grateful",Strongly agree,Strongly disagree,Agree,Strongly agree,Voice input,Other
08/23/2025 03:59:00,Agree,India,Teacher,36,Non-binary,"Reflectly, MindDoc, Insight Timer, Moodpath",Weekly,Weekly,1-5,Daily,9 hours,3-4,2,Sometimes,Sometimes,Daily,Always,Positive,"Grateful, Hopeful, Tired, Overwhelmed",Strongly agree,Strongly agree,Strongly agree,Agree,Better UI/UX,None
08/22/2025 13:46:00,Agree,India,Teacher,63,Male,Jour,Rarely,Never,16-20,Rarely,9 hours,7-8,4,Rarely,Sometimes,Always,Daily,Neutral,"Sadness, Anxiety",Strongly agree,Strongly agree,Neutral,Agree,Mood tracking,Other
08/21/2025 01:07:00,Agree,India,Working Professional,24,Female,"Headspace, Calm, Wysa, Reflectly, Sanvello, Replika, None, Jour, Insight Timer, Moodpath, Daylio, Youper, MindDoc, Stoic, MindShift",Sometimes,2-3x/week,6-10,Sometimes,8 hour sleep,0,2,Always,Daily,Sometimes,Daily,Positive,"Sadness, Excited, Tired",Strongly disagree,Neutral,Disagree,Neutral,Professional support integration,None
08/24/2025 06:41:00,Agree,India,Student,52,Female,"Jour, None, Reflectly, Calm, Headspace, MindShift, Youper, Replika",Always,Daily,16-20,Sometimes,10+ hours,7-8,2,Always,Never,Daily,Never,Positive,"Excited, Joy",Neutral,Neutral,Agree,Disagree,Progress tracking,Cost
08/23/2025 18:16:00,Agree,India,Other,54,Male,"Youper, Wysa, Reflectly, MindShift, Stoic, MindDoc, Calm, Daylio, Moodpath, None, Insight Timer, Replika, Headspace, Sanvello",Weekly,Never,11-15,Sometimes,10+ hours,1-2,0,Always,2-3x/week,Daily,Rarely,Neutral,"Calm, Sadness",Disagree,Disagree,Agree,Neutral,Better UI/UX,None
08/25/2025 08:14:00,Agree,India,Student,61,Male,"Jour, Stoic, Reflectly, Replika, MindShift, Moodpath, Wysa, Sanvello, Insight Timer",Weekly,2-3x/week,6-10,Sometimes,9 hours,7-8,1,Never,Daily,Always,Weekly,Negative,"Anxiety, Tired, Excited",Strongly disagree,Neutral,Strongly disagree,Agree,Better privacy controls,AI accuracy
08/23/2025 13:27:00,Agree,India,Teacher,64,Male,"MindDoc, Youper, None, MindShift, Replika, Headspace, Moodpath, Insight Timer, Daylio, Sanvello",2-3x/week,Daily,1-5,Weekly,4 hours,1-2,6+,2-3x/week,Never,Daily,2-3x/week,Neutral,"Lonely, Joy",Agree,Strongly agree,Strongly disagree,Agree,Progress tracking,Technical issues
08/22/2025 13:26:00,Agree,India,Student,34,Female,"Headspace, Youper, MindShift",Daily,Rarely,30+,Always,10 hours,3-4,6+,Never,Always,Weekly,Always,Neutral,"Overwhelmed, Anger, Grateful, Joy, Calm",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Integration with other apps,Privacy concerns
08/23/2025 11:53:00,Agree,India,Working Professional,49,Male,"MindShift, Insight Timer",Weekly,Daily,0,Never,8 hour sleep,5-6,0,2-3x/week,Always,Rarely,Weekly,Neutral,"Tired, Hopeful, Excited, Joy, Anxiety",Strongly disagree,Strongly agree,Neutral,Agree,Mood tracking,AI accuracy
08/22/2025 19:20:00,Agree,India,Healthcare Worker,33,Non-binary,"Insight Timer, None, Headspace, Stoic, Moodpath, Daylio, Reflectly, Wysa, Calm, Youper, Sanvello, Jour",2-3x/week,Always,16-20,Sometimes,8 hour sleep,5-6,6+,Rarely,Always,2-3x/week,Daily,Neutral,"Excited, Anger, Tired, Lonely, Calm",Strongly disagree,Strongly agree,Disagree,Disagree,Journaling prompts,Other
08/22/2025 04:11:00,Agree,India,Freelancer,32,Non-binary,"Replika, None, Moodpath, Stoic, Jour, Insight Timer, Wysa, Headspace, MindDoc, Daylio, Reflectly, MindShift",Daily,Sometimes,21-30,2-3x/week,7 hours,7-8,6+,2-3x/week,Weekly,Never,Rarely,Positive,"Lonely, Sadness, Grateful",Disagree,Strongly agree,Disagree,Neutral,Progress tracking,None
08/22/2025 17:55:00,Agree,India,Healthcare Worker,52,Female,"Stoic, None, MindShift, Insight Timer, Headspace, MindDoc, Jour, Reflectly, Sanvello, Calm, Youper, Daylio, Wysa",Weekly,Daily,1-5,2-3x/week,4 hours,1-2,0,Daily,Weekly,Rarely,Daily,Positive,"Tired, Peaceful, Overwhelmed, Anger, Joy",Disagree,Strongly disagree,Strongly disagree,Neutral,Community support,Lack of human connection
08/21/2025 20:17:00,Agree,India,Researcher,41,Non-binary,"Youper, MindShift, Moodpath",Weekly,Sometimes,11-15,Daily,6 hours,9+,0,Daily,Always,Rarely,Sometimes,Neutral,"Sadness, Peaceful",Strongly agree,Agree,Agree,Agree,Better privacy controls,AI accuracy
08/21/2025 01:36:00,Agree,India,Teacher,62,Prefer not to say,"Daylio, None",Never,Never,0,Never,9 hours,3-4,5,Weekly,Rarely,Weekly,Sometimes,Neutral,"Tired, Anxiety, Sadness, Joy, Peaceful",Strongly disagree,Strongly disagree,Agree,Neutral,Offline functionality,Cost
08/21/2025 03:46:00,Agree,India,Student,33,Female,"Headspace, MindDoc, Replika, Reflectly, MindShift, Jour, Sanvello, Youper, Calm, None, Daylio, Insight Timer, Moodpath",Sometimes,Never,21-30,2-3x/week,8 hour sleep,9+,0,2-3x/week,2-3x/week,Always,Daily,Neutral,"Anger, Lonely, Overwhelmed, Joy, Excited",Strongly agree,Strongly disagree,Neutral,Strongly agree,Professional support integration,Stigma around mental health apps
08/24/2025 00:29:00,Agree,India,Researcher,31,Female,"MindShift, Reflectly, Replika, Stoic, None, Insight Timer, Calm",Always,Rarely,16-20,Sometimes,5 hours,0,4,Daily,Sometimes,Always,Sometimes,Neutral,"Tired, Overwhelmed, Anxiety, Anger, Frustrated",Agree,Neutral,Strongly agree,Strongly disagree,Mood tracking,Addiction to apps
08/24/2025 21:27:00,Agree,India,Healthcare Worker,24,Non-binary,"Headspace, None, Sanvello, MindShift, Insight Timer, Stoic, Reflectly, Daylio, MindDoc, Replika, Moodpath",Sometimes,2-3x/week,6-10,2-3x/week,8 hour sleep,5-6,4,Weekly,Weekly,Sometimes,Sometimes,Negative,"Grateful, Joy",Agree,Agree,Strongly agree,Agree,Better UI/UX,Stigma around mental health apps
08/22/2025 12:52:00,Agree,India,Student,64,Non-binary,"Insight Timer, Jour, Replika, Wysa, Moodpath, Youper, Sanvello, Reflectly, Stoic, None, MindShift, Calm, MindDoc",Rarely,2-3x/week,16-20,Weekly,9 hours,9+,2,Never,Always,Never,Weekly,Negative,"Overwhelmed, Anxiety, Frustrated, Grateful, Lonely",Agree,Neutral,Agree,Strongly agree,Professional support integration,Data security
08/24/2025 11:08:00,Agree,India,Teacher,61,Male,"Reflectly, Sanvello, Jour, Headspace, Stoic, Replika, Daylio, Calm",Weekly,Weekly,11-15,Daily,6 hours,3-4,2,Sometimes,Rarely,Daily,Sometimes,Negative,"Excited, Frustrated, Peaceful",Neutral,Disagree,Strongly agree,Strongly disagree,Professional support integration,Stigma around mental health apps
08/26/2025 14:48:00,Agree,India,Working Professional,44,Prefer not to say,None,Always,Rarely,6-10,Rarely,6 hours,0,2,Weekly,Rarely,Daily,Sometimes,Negative,"Excited, Anger, Tired, Peaceful",Strongly agree,Strongly disagree,Strongly agree,Neutral,Community support,Cost
08/26/2025 17:13:00,Agree,India,Teacher,39,Prefer not to say,"Wysa, Insight Timer, Moodpath",2-3x/week,Sometimes,1-5,Sometimes,10+ hours,0,1,Never,Weekly,Weekly,Daily,Positive,"Anxiety, Tired",Agree,Strongly agree,Disagree,Neutral,Integration with other apps,Lack of human connection
08/24/2025 17:44:00,Agree,India,Researcher,36,Female,"Jour, Replika, Insight Timer, Daylio, Moodpath, Reflectly, Wysa, Stoic, Youper, MindDoc, Sanvello, MindShift",Always,Never,16-20,Never,9 hours,9+,0,Weekly,2-3x/week,Sometimes,Always,Positive,"Lonely, Grateful",Agree,Neutral,Disagree,Agree,Better AI responses,Data security
08/21/2025 22:50:00,Agree,India,Working Professional,41,Prefer not to say,"Youper, Replika, Stoic, Jour, Moodpath, Wysa, Headspace, Sanvello, None, Insight Timer",Always,Daily,11-15,Always,7 hours,7-8,6+,Never,Never,Never,Weekly,Negative,"Anxiety, Frustrated, Excited, Calm, Sadness",Disagree,Strongly agree,Disagree,Disagree,Better privacy controls,Over-reliance on AI
08/21/2025 10:53:00,Agree,India,Teacher,60,Non-binary,"None, Insight Timer, MindDoc",Never,Sometimes,0,Always,7 hours,9+,6+,2-3x/week,Always,Weekly,Rarely,Positive,"Anxiety, Grateful, Stressed, Anger, Lonely",Neutral,Strongly disagree,Neutral,Neutral,Better privacy controls,Addiction to apps
08/24/2025 15:35:00,Agree,India,Other,38,Non-binary,"Youper, Stoic, Reflectly, Calm, Moodpath, Insight Timer, Replika, MindDoc, Wysa, Jour, MindShift, Headspace, Daylio",Rarely,Rarely,11-15,2-3x/week,4 hours,3-4,4,2-3x/week,Always,Sometimes,Always,Negative,"Calm, Lonely, Hopeful, Tired, Grateful",Strongly agree,Neutral,Strongly disagree,Disagree,Integration with other apps,Technical issues
08/26/2025 00:07:00,Agree,India,Student,39,Non-binary,"Sanvello, Replika",Rarely,Daily,11-15,Always,4 hours,7-8,4,Always,Weekly,Always,2-3x/week,Neutral,"Joy, Grateful, Frustrated, Anger, Stressed",Disagree,Strongly disagree,Agree,Agree,Integration with other apps,Data security
08/23/2025 08:59:00,Agree,India,Student,64,Prefer not to say,"Daylio, Reflectly, Insight Timer, MindDoc, Youper, Sanvello, Headspace, Calm",Never,Always,0,Daily,10+ hours,9+,2,Daily,Weekly,Never,Daily,Negative,"Frustrated, Excited, Tired, Hopeful, Lonely",Neutral,Agree,Strongly disagree,Neutral,Professional support integration,Other
08/24/2025 16:17:00,Agree,India,Working Professional,26,Female,"Wysa, MindDoc, Reflectly, Insight Timer, Youper, Sanvello, Calm, Jour, Moodpath, Replika, Daylio, Headspace, None, Stoic, MindShift",Rarely,Weekly,30+,Daily,9 hours,9+,0,Daily,Sometimes,Rarely,Rarely,Negative,"Lonely, Calm",Disagree,Neutral,Strongly disagree,Strongly disagree,Offline functionality,AI accuracy
08/23/2025 20:14:00,Agree,India,Researcher,38,Non-binary,"Sanvello, MindShift, MindDoc, Moodpath, Jour, Youper, Wysa, Headspace, None, Stoic, Insight Timer, Calm, Reflectly",Never,Daily,21-30,Never,5 hours,1-2,0,Rarely,Sometimes,Weekly,2-3x/week,Negative,"Grateful, Excited",Disagree,Agree,Disagree,Strongly disagree,Community support,Other
08/25/2025 07:05:00,Agree,India,Freelancer,52,Prefer not to say,"Headspace, Wysa, None, Reflectly",Rarely,Daily,6-10,Daily,10+ hours,3-4,4,Rarely,Rarely,Never,Sometimes,Negative,"Sadness, Joy, Calm, Grateful, Anxiety",Disagree,Disagree,Strongly disagree,Agree,Journaling prompts,Over-reliance on AI
08/21/2025 11:07:00,Agree,India,Other,40,Female,"Calm, Stoic, Sanvello, Headspace, Moodpath, Replika",Daily,Sometimes,1-5,Always,5 hours,0,4,2-3x/week,Never,Never,Weekly,Neutral,"Hopeful, Anger",Neutral,Strongly disagree,Agree,Agree,Better privacy controls,Cost
08/21/2025 08:39:00,Agree,India,Working Professional,20,Male,"MindDoc, Reflectly, Calm, Stoic, Jour, Youper, Sanvello, Insight Timer, None, MindShift",2-3x/week,Always,6-10,2-3x/week,7 hours,9+,1,2-3x/week,2-3x/week,2-3x/week,Always,Neutral,"Hopeful, Tired, Anxiety, Grateful",Disagree,Agree,Strongly disagree,Strongly disagree,Mood tracking,None
08/21/2025 15:44:00,Agree,India,Other,44,Non-binary,Daylio,Always,Weekly,11-15,Rarely,9 hours,1-2,3,Never,2-3x/week,Never,2-3x/week,Positive,"Grateful, Hopeful, Sadness, Anxiety, Tired",Strongly disagree,Agree,Neutral,Agree,More personalization,Technical issues
08/26/2025 18:22:00,Agree,India,Freelancer,59,Male,"Replika, Jour, Stoic, Insight Timer, Headspace, Moodpath, Youper, Daylio, MindDoc, Reflectly, Wysa, Calm",Rarely,Daily,16-20,Sometimes,6 hours,0,2,Rarely,Sometimes,Rarely,Sometimes,Positive,"Joy, Grateful, Frustrated",Disagree,Disagree,Neutral,Neutral,Progress tracking,Stigma around mental health apps
08/25/2025 15:24:00,Agree,India,Researcher,26,Prefer not to say,"None, Jour, Youper, Wysa, Calm, MindDoc, Insight Timer, Headspace, Moodpath, Daylio",Never,Daily,6-10,Sometimes,9 hours,1-2,2,Sometimes,2-3x/week,Daily,Never,Negative,"Stressed, Anxiety, Sadness",Agree,Strongly agree,Strongly disagree,Neutral,Progress tracking,Lack of human connection
08/21/2025 09:07:00,Agree,India,Other,30,Prefer not to say,Daylio,Never,Never,30+,Weekly,9 hours,9+,6+,Always,Always,Rarely,Never,Neutral,"Lonely, Excited, Calm, Frustrated",Agree,Strongly disagree,Strongly disagree,Disagree,Offline functionality,Cost
08/21/2025 22:15:00,Agree,India,Freelancer,36,Non-binary,"Headspace, Replika, Jour, Daylio, Insight Timer, Moodpath, Reflectly, Stoic",Rarely,Daily,11-15,Rarely,7 hours,5-6,5,Sometimes,Always,Weekly,Weekly,Negative,"Sadness, Peaceful, Tired",Agree,Neutral,Neutral,Disagree,Integration with other apps,None
08/26/2025 03:26:00,Agree,India,Student,54,Non-binary,"Calm, Daylio, Replika, MindDoc, Headspace",Rarely,Never,1-5,Rarely,10+ hours,9+,1,Daily,Sometimes,Daily,Daily,Neutral,"Overwhelmed, Peaceful",Agree,Neutral,Agree,Disagree,Integration with other apps,Lack of human connection
08/26/2025 09:57:00,Agree,India,Student,57,Prefer not to say,"MindShift, Stoic",Weekly,Sometimes,21-30,Weekly,7 hours,9+,3,2-3x/week,Rarely,Rarely,Weekly,Negative,"Grateful, Excited",Agree,Agree,Neutral,Strongly agree,Mood tracking,Privacy concerns
08/25/2025 15:09:00,Agree,India,Healthcare Worker,33,Prefer not to say,"Youper, MindDoc",Sometimes,Never,21-30,Always,9 hours,7-8,3,Weekly,Always,Always,Rarely,Positive,"Hopeful, Frustrated",Strongly disagree,Disagree,Agree,Strongly agree,Integration with other apps,Technical issues
08/22/2025 19:56:00,Agree,India,Student,21,Non-binary,"Moodpath, Calm, Reflectly, Stoic, Jour",Never,Never,6-10,Sometimes,7 hours,7-8,2,Daily,Always,2-3x/week,Never,Positive,"Joy, Grateful, Anxiety",Strongly agree,Strongly disagree,Neutral,Strongly agree,Offline functionality,Technical issues
08/23/2025 04:32:00,Agree,India,Teacher,64,Female,"Sanvello, Youper",Never,Weekly,16-20,Weekly,10+ hours,1-2,4,Never,Sometimes,Never,Rarely,Positive,"Anxiety, Grateful, Sadness, Frustrated",Disagree,Strongly disagree,Strongly disagree,Neutral,Offline functionality,Privacy concerns
08/25/2025 23:02:00,Agree,India,Healthcare Worker,61,Male,"Calm, MindDoc, Jour, Daylio, Headspace, Sanvello, Stoic, MindShift, Wysa, None, Replika, Reflectly, Moodpath",Always,Daily,11-15,Rarely,8 hour sleep,5-6,4,Sometimes,Always,Never,Never,Positive,"Joy, Anger, Hopeful",Neutral,Neutral,Strongly disagree,Neutral,Offline functionality,Stigma around mental health apps
08/22/2025 16:47:00,Agree,India,Student,52,Male,"MindShift, Insight Timer, Jour, Youper, Daylio, Headspace, Calm, Reflectly, MindDoc, Moodpath, None, Wysa",Sometimes,Rarely,6-10,Daily,6 hours,7-8,2,Daily,2-3x/week,Weekly,Sometimes,Neutral,"Lonely, Overwhelmed, Anxiety, Anger",Disagree,Agree,Strongly agree,Disagree,Voice input,Lack of human connection
08/26/2025 07:03:00,Agree,India,Student,39,Male,"MindDoc, Youper, Jour, Insight Timer, Calm, Replika, Headspace, Sanvello, Wysa, Stoic, Moodpath, None",Daily,Weekly,16-20,2-3x/week,4 hours,0,3,2-3x/week,Daily,Weekly,Never,Neutral,"Anxiety, Calm, Frustrated",Neutral,Agree,Neutral,Strongly disagree,Professional support integration,Lack of human connection
08/21/2025 22:21:00,Agree,India,Working Professional,41,Prefer not to say,"Insight Timer, MindShift, Moodpath, Daylio, Jour, Replika, Youper, None",Weekly,Always,21-30,Rarely,6 hours,5-6,2,Never,2-3x/week,2-3x/week,Rarely,Negative,"Grateful, Anxiety, Calm",Strongly disagree,Neutral,Strongly disagree,Disagree,Progress tracking,Stigma around mental health apps
08/22/2025 19:00:00,Agree,India,Working Professional,34,Female,"Daylio, Moodpath",Daily,Never,6-10,Weekly,7 hours,1-2,5,Weekly,Never,Daily,Always,Positive,"Tired, Joy, Lonely, Peaceful, Hopeful",Agree,Agree,Strongly disagree,Strongly agree,Better AI responses,Stigma around mental health apps
08/24/2025 21:34:00,Agree,India,Researcher,54,Prefer not to say,"Daylio, Stoic, Sanvello",Daily,Daily,1-5,Daily,4 hours,9+,6+,Sometimes,Daily,Daily,Always,Positive,"Calm, Overwhelmed, Anxiety, Joy",Neutral,Strongly disagree,Agree,Disagree,Better privacy controls,Over-reliance on AI
08/24/2025 23:40:00,Agree,India,Freelancer,45,Prefer not to say,Calm,Weekly,Always,0,Always,4 hours,5-6,0,Sometimes,Never,Rarely,Always,Neutral,"Anger, Grateful",Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Progress tracking,Data security
08/24/2025 02:01:00,Agree,India,Other,35,Non-binary,"Stoic, Moodpath, Youper, Wysa, Reflectly, Sanvello",Never,Weekly,21-30,Rarely,6 hours,1-2,6+,Daily,2-3x/week,Never,Always,Negative,"Overwhelmed, Frustrated, Peaceful",Strongly disagree,Agree,Disagree,Neutral,Voice input,Data security
08/24/2025 04:41:00,Agree,India,Working Professional,31,Female,"Insight Timer, MindDoc, Moodpath, Youper, Sanvello, Jour, Reflectly",Rarely,Sometimes,0,Never,4 hours,3-4,0,Daily,Weekly,2-3x/week,Rarely,Neutral,"Peaceful, Hopeful, Calm, Frustrated",Agree,Agree,Disagree,Agree,Professional support integration,Lack of human connection
08/26/2025 09:32:00,Agree,India,Student,63,Male,"Stoic, Youper, MindShift, None, Reflectly, Daylio, Sanvello, MindDoc, Jour",Weekly,Weekly,16-20,Rarely,10 hours,3-4,3,Daily,Sometimes,Always,2-3x/week,Negative,"Excited, Hopeful",Strongly agree,Disagree,Neutral,Strongly disagree,Better privacy controls,Cost
08/24/2025 00:55:00,Agree,India,Working Professional,53,Prefer not to say,"Jour, Sanvello, Moodpath, Wysa, Daylio, MindShift, Insight Timer, Replika, Youper, Reflectly",Daily,Sometimes,21-30,Never,6 hours,9+,1,Rarely,2-3x/week,Sometimes,Daily,Positive,"Lonely, Anxiety, Joy",Neutral,Disagree,Strongly agree,Disagree,Integration with other apps,None
08/25/2025 05:33:00,Agree,India,Other,46,Non-binary,"Moodpath, Daylio",Rarely,Rarely,1-5,Always,7 hours,1-2,1,Weekly,Daily,Always,Never,Negative,"Peaceful, Sadness, Lonely",Strongly disagree,Strongly agree,Agree,Neutral,Better privacy controls,None
08/26/2025 09:34:00,Agree,India,Freelancer,30,Female,"Replika, Reflectly, Calm, MindDoc, Sanvello, Jour, Moodpath, MindShift, Wysa, Daylio, Insight Timer, Youper",2-3x/week,Rarely,1-5,Daily,9 hours,9+,6+,2-3x/week,Weekly,Never,Never,Positive,"Tired, Stressed",Strongly disagree,Disagree,Agree,Disagree,Professional support integration,Stigma around mental health apps
08/22/2025 02:05:00,Agree,India,Other,29,Female,"None, Reflectly, Replika, Insight Timer, Daylio, Calm, MindShift, Headspace, Stoic, Youper, MindDoc, Wysa, Jour, Moodpath, Sanvello",2-3x/week,Sometimes,11-15,Never,10+ hours,1-2,1,2-3x/week,Rarely,Rarely,Never,Negative,"Tired, Excited, Hopeful, Calm, Overwhelmed",Agree,Strongly disagree,Agree,Strongly agree,Voice input,Other
08/21/2025 15:05:00,Agree,India,Other,30,Non-binary,"MindDoc, Moodpath",Never,Weekly,16-20,Never,10+ hours,3-4,0,Sometimes,Always,Weekly,Daily,Negative,"Grateful, Frustrated",Strongly disagree,Strongly disagree,Neutral,Agree,Professional support integration,None
08/22/2025 15:17:00,Agree,India,Working Professional,54,Non-binary,"Insight Timer, Daylio, MindShift, MindDoc, Youper, Calm, None, Sanvello, Wysa, Jour, Reflectly, Replika, Headspace, Stoic, Moodpath",Daily,Never,30+,Never,8 hour sleep,7-8,1,Daily,Never,Always,Weekly,Negative,"Frustrated, Overwhelmed",Strongly disagree,Neutral,Agree,Agree,Offline functionality,Cost
08/23/2025 04:19:00,Agree,India,Freelancer,43,Non-binary,"Daylio, Replika, Reflectly, Youper, Headspace, Sanvello, MindDoc, Wysa, Stoic, Moodpath, MindShift, Calm",2-3x/week,Sometimes,30+,Always,7 hours,5-6,4,Rarely,Never,2-3x/week,Always,Negative,"Grateful, Peaceful, Hopeful, Stressed, Lonely",Strongly disagree,Neutral,Strongly agree,Neutral,Professional support integration,Over-reliance on AI
08/24/2025 02:53:00,Agree,India,Student,61,Female,"Daylio, Jour, Moodpath, Insight Timer, Sanvello",2-3x/week,Daily,21-30,Rarely,8 hour sleep,1-2,5,Sometimes,Rarely,Daily,Rarely,Neutral,"Lonely, Anger, Calm, Grateful, Anxiety",Disagree,Disagree,Strongly agree,Neutral,Progress tracking,Stigma around mental health apps
08/24/2025 07:18:00,Agree,India,Other,21,Female,"Stoic, Insight Timer, Calm, Replika, None, Moodpath, Reflectly, Daylio, Jour, MindShift, MindDoc, Sanvello, Headspace, Youper",2-3x/week,2-3x/week,1-5,Weekly,8 hour sleep,0,6+,Never,Daily,Rarely,Rarely,Positive,"Lonely, Sadness, Anxiety, Tired, Frustrated",Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Integration with other apps,Cost
08/22/2025 05:53:00,Agree,India,Working Professional,29,Non-binary,"MindShift, Replika, Wysa, Daylio, Jour, Sanvello, Stoic, Insight Timer, Youper, Reflectly, Calm, None, MindDoc, Headspace, Moodpath",Sometimes,Weekly,6-10,Daily,9 hours,7-8,1,Sometimes,Sometimes,Sometimes,Daily,Positive,"Joy, Sadness",Neutral,Agree,Strongly agree,Agree,Community support,Lack of human connection
08/24/2025 08:55:00,Agree,India,Healthcare Worker,37,Prefer not to say,"MindDoc, Moodpath, Sanvello, Stoic, Youper, Wysa, Daylio, Calm, Reflectly, None, Replika, Jour, Headspace, MindShift",2-3x/week,Daily,11-15,Never,8 hour sleep,3-4,2,Rarely,2-3x/week,Weekly,Daily,Neutral,"Anxiety, Overwhelmed, Stressed",Neutral,Strongly agree,Disagree,Disagree,Progress tracking,Stigma around mental health apps
08/26/2025 13:18:00,Agree,India,Student,32,Prefer not to say,Daylio,Weekly,2-3x/week,30+,Daily,9 hours,0,3,Sometimes,Never,Never,Sometimes,Neutral,"Anger, Frustrated",Agree,Strongly agree,Strongly disagree,Disagree,Offline functionality,Stigma around mental health apps
08/23/2025 12:39:00,Agree,India,Healthcare Worker,45,Non-binary,"Sanvello, Moodpath, MindShift, Replika, Stoic, Youper, Headspace, Insight Timer, Reflectly, Wysa, None",Never,Always,11-15,2-3x/week,10 hours,0,4,2-3x/week,Sometimes,Sometimes,Weekly,Positive,"Excited, Stressed, Calm, Grateful, Frustrated",Neutral,Neutral,Strongly agree,Agree,Progress tracking,Privacy concerns
08/26/2025 05:49:00,Agree,India,Working Professional,51,Male,"None, Headspace, MindDoc, MindShift, Reflectly, Replika, Daylio, Insight Timer, Jour, Calm, Stoic, Sanvello, Youper, Wysa",Rarely,Sometimes,30+,2-3x/week,6 hours,1-2,0,Always,Rarely,2-3x/week,2-3x/week,Positive,"Frustrated, Sadness, Joy",Neutral,Neutral,Strongly agree,Strongly disagree,Better UI/UX,Lack of human connection
08/26/2025 23:19:00,Agree,India,Teacher,30,Non-binary,"Stoic, Reflectly, Youper, Insight Timer, Replika, Wysa, Jour, Moodpath, Daylio, MindDoc",Never,Daily,6-10,Weekly,6 hours,0,1,2-3x/week,Weekly,Weekly,Rarely,Neutral,"Frustrated, Calm, Sadness, Tired, Joy",Neutral,Neutral,Disagree,Neutral,Journaling prompts,Other
08/21/2025 23:42:00,Agree,India,Student,47,Prefer not to say,"Replika, Sanvello, Insight Timer, Daylio, Stoic, Moodpath, Reflectly, Wysa",Always,Sometimes,0,Never,10 hours,7-8,2,Rarely,Never,Always,Sometimes,Neutral,"Sadness, Calm, Anxiety, Overwhelmed",Strongly agree,Agree,Disagree,Strongly agree,Better AI responses,Addiction to apps
08/21/2025 13:16:00,Agree,India,Student,23,Non-binary,"Headspace, Calm, Sanvello, Youper, Replika, MindDoc, Stoic, MindShift, Jour, None, Reflectly, Daylio",Never,2-3x/week,0,Daily,10 hours,9+,2,Never,Daily,Weekly,Sometimes,Neutral,"Excited, Anxiety, Calm, Grateful, Hopeful",Disagree,Neutral,Strongly disagree,Disagree,Voice input,Addiction to apps
